clazz,i0,i1,i2,i3,i4
3.5,5.498186977770771,36.79002164725286,0.6424404855746492,0.5439066687687215,5.2262336433864105
6.0,3.447812533591314,45.80113929344317,0.29022895840051594,0.29022895840051594,2.929162635708911
4.0,6.805339049103663,39.37811013663981,0.5577747466874513,0.3970187061574435,2.0532930631332813
6.0,8.595340982466597,60.809724994168114,1.082799384095763,1.0629315054885016,5.6250931306809715
4.2,6.025433992733145,39.17457002813307,0.9285425918449738,0.9083568833266048,5.6419055308841335
3.5,7.377866400797608,41.42646749421418,1.5553339980059822,1.5353938185443667,7.377866400797608
3.0,4.030636258611099,42.6804286164513,0.6974455521800522,0.5476873047794275,3.4316032690086007
4.0,9.016214644077655,38.50753287760963,1.534210717661601,1.526939576819603,8.005526067039918
6.0,5.122686181661645,44.22126955802668,1.052279140957574,1.052279140957574,4.233031998852059
3.0,1.347103726986978,31.538878033852026,1.1315671306690616,1.0687022900763359,1.311180960933992
2.0,2.4792307189114937,25.39765653987662,0.11120559952901157,0.07849807025577288,1.70733302806306
3.5,6.4481311213272035,34.71798141126732,3.5618628822706375,3.4379372376574056,5.6366180291824906
4.0,4.445750817503765,35.17500268726073,0.6319579674468163,0.45559760443840247,2.377190726384245
6.5,4.8713235294117645,61.66190005719932,0.39636948529411764,0.39636948529411764,4.07858455882353
5.0,3.3898941361964114,31.658203848584566,0.6832344770628426,0.45423830617914257,2.935655830017269
6.0,8.15685136833962,56.1913718114494,1.058891789962286,1.0298810559907166,6.275988782516198
4.0,1.6278209396966332,21.569893167220734,0.4476507584165742,0.4476507584165742,1.1135775064742879
1.0,1.3979272113762353,23.828899852499873,0.45794167269221503,0.40973728609303445,1.2533140515786938
1.0,0.5958291956305859,27.773805288537744,0.09930486593843098,0.09930486593843098,0.4592850049652433
2.0,5.390728476821192,40.97478855652227,3.3554083885209716,3.1390728476821192,5.072847682119205
4.0,4.4314655959116624,27.746446525633505,0.5475451724767293,0.3869319218835554,2.1317758715093995
1.5,3.519572540364735,41.2443605078166,2.079219421535602,2.044372168660704,3.287257521198746
0.0,1.0259917920656634,18.611435239206532,0.042749658002735974,0.042749658002735974,0.521545827633379
0.0,0.719605053970379,21.104738713914962,0.13388001004100075,0.13388001004100075,0.5689900426742532
6.0,6.4622556930249235,58.072470430893965,0.4339250493096647,0.42675273444504214,4.662004662004662
0.0,0.17322939569591578,14.45937174216645,0.02665067626091012,0.02665067626091012,0.09994003597841294
4.0,5.156377759607523,29.380275890467367,0.26573998364677026,0.26573998364677026,4.343826655764514
3.0,3.187538111868729,27.55247829431806,0.5210931869837574,0.5044625533566163,2.4447031431897557
2.0,0.46637116978223164,18.251769775315484,0.03854307188282906,0.034688764694546154,0.16573520909616496
1.0,3.17071302749483,38.92546615067598,0.5207934441295856,0.29869035766255647,2.2516657731485026
2.0,1.5230408747721949,29.015733626051954,0.6508721687060661,0.6248372819578235,1.5230408747721949
0.0,0.6090691451908181,19.690978491920184,0.04928883255879454,0.04928883255879454,0.1725109139557809
2.0,13.656999907347355,54.65249434771119,0.24089687760585565,0.1575094968961364,9.010469748911332
0.0,1.1858190709046454,28.697701826753097,0.5623471882640587,0.5623471882640587,1.0146699266503667
2.0,7.350839869177278,38.25995492111195,0.30165433588416474,0.22227161591464767,5.842568189756454
1.0,1.635427394438723,51.434878587196465,0.21833161688980435,0.21833161688980435,1.075180226570546
1.0,11.339177535457203,59.46319321097297,0.2173758107048678,0.19955812130282943,6.977407169838215
0.0,0.00870928409684724,10.923001790656029,0.00870928409684724,0.00870928409684724,0.0
0.0,0.24369747899159666,14.786664055963971,0.01680672268907563,0.01680672268907563,0.06722689075630252
0.0,9.857973900738955,43.80853277835588,0.14674283318484357,0.07861223206330904,2.3950526701954824
1.5,0.8842667259885435,16.98516067043877,0.06117568544574829,0.05561425949613481,0.6340025582559368
1.0,1.7228044910259488,28.110671729048697,0.09334080059738112,0.09334080059738112,0.8987385657519269
2.0,9.356324091309885,25.62567818264553,1.1168805721563633,1.1070833741549917,8.513765063191927
1.0,6.025253911611309,34.90463112749709,0.21044926342757803,0.19672431146490987,4.332509836215573
2.0,0.008797395970792645,11.078792915389812,0.008797395970792645,0.008797395970792645,0.0
1.0,1.2683965917893105,27.058897125519998,0.16944229279628195,0.05809450038729667,0.6390395042602633
1.0,3.6395410683078793,46.65129872802864,0.24314261834207127,0.12916951599422538,2.416229769774333
2.0,0.2951227089158123,16.129032258064512,0.09319664492078285,0.09319664492078285,0.2951227089158123
2.0,4.0655414562030305,31.83267317167423,0.8377479364297153,0.49279290378218554,3.24011334236787
1.0,0.10374116579135058,13.64279077283561,0.03890293717175647,0.03890293717175647,0.06483822861959411
2.0,0.47489430705970925,18.206234722515614,0.11003648578212775,0.11003648578212775,0.24323854751838767
6.0,6.118714777135329,59.41645094616017,0.40986606162628997,0.40986606162628997,5.5844250896582
4.5,5.401026936489195,36.891492004109104,0.7798127351107939,0.7798127351107939,5.074274417199813
4.0,2.522775052557814,30.549868143027958,0.2349643431303846,0.2349643431303846,1.9621583742116329
